order_id,order_date,region,country,category,product,channel,quantity,unit_price,discount_rate,revenue,customer_segment,delivery_days
ORD-102695,2023-11-21,APAC,India,Home,Desk Lamp,marketplace,4,102.25,0.05,388.55,SMB,
ORD-102923,2023-11-21,North America,Mexico,Electronics,Smart Watch,marketplace,2,99.4,0.05,188.86,SMB,1.0
ORD-103053,2023-11-21,North America,Canada,Home,Espresso Maker,web,10,263.2,0.15,2237.2,Enterprise,4.0
ORD-104411,2023-11-21,North America,Mexico,Sports,Carbon Racket,partner,2,118.07,0.0,236.14,Consumer,2.0
ORD-104493,2023-11-21,North America,United States,Sports,Yoga Mat Pro,web,2,137.22,0.0,274.44,SMB,2.0
ORD-104794,2023-11-21,EMEA,Spain,Beauty,Matte Lipstick,partner,4,54.69,0.0,218.76,Consumer,3.0
ORD-104824,2023-11-21,APAC,Australia,Sports,Carbon Racket,web,3,69.8,0.1,188.46,Consumer,10.0
ORD-100363,2023-11-22,North America,United States,Electronics,Smart Watch,marketplace,2,234.48,0.05,445.51,SMB,4.0
ORD-101411,2023-11-22,EMEA,Spain,Electronics,Laptop Air 13,marketplace,7,240.58,0.15,1431.45,Enterprise,4.0
ORD-102136,2023-11-22,EMEA,United Kingdom,Beauty,Argan Shampoo,retail,2,48.63,0.05,92.4,Consumer,5.0
ORD-102985,2023-11-22,LATAM,Brazil,Electronics,Noise Buds,web,4,141.93,0.0,567.72,Consumer,7.0
ORD-104707,2023-11-22,EMEA,Italy,Electronics,Smart Watch,partner,3,354.55,0.05,1010.47,Consumer,4.0
ORD-100085,2023-11-23,LATAM,Chile,Beauty,Argan Shampoo,web,2,48.64,0.05,92.42,SMB,5.0
ORD-100205,2023-11-23,North America,Canada,Sports,Carbon Racket,web,4,158.57,0.0,634.28,SMB,5.0
ORD-100403,2023-11-23,APAC,Australia,Electronics,Laptop Air 13,web,3,191.27,0.0,573.81,Consumer,10.0
ORD-100446,2023-11-23,APAC,Singapore,Grocery,Dark Chocolate 90%,web,2,36.57,0.1,65.83,SMB,3.0
ORD-101035,2023-11-23,North America,United States,Sports,Yoga Mat Pro,marketplace,4,81.65,0.0,326.6,Consumer,4.0
ORD-101867,2023-11-23,APAC,Japan,Grocery,Dark Chocolate 90%,marketplace,4,14.68,0.05,55.78,Consumer,7.0
ORD-102599,2023-11-23,EMEA,Italy,Beauty,Matte Lipstick,web,4,28.07,0.0,112.28,Consumer,3.0
ORD-103116,2023-11-23,North America,United States,Beauty,Serum Vitamin C,web,1,63.85,0.1,57.46,Consumer,3.0
ORD-103654,2023-11-23,EMEA,Germany,Beauty,Argan Shampoo,web,3,44.07,0.05,125.6,Consumer,1.0
ORD-104045,2023-11-23,North America,United States,Electronics,Noise Buds,web,2,392.28,0.0,784.56,Consumer,1.0
ORD-104106,2023-11-23,LATAM,Chile,Sports,Carbon Racket,retail,2,100.08,0.0,200.16,SMB,8.0
ORD-104321,2023-11-23,APAC,India,Home,Espresso Maker,marketplace,2,137.12,0.1,246.82,Consumer,8.0
ORD-104363,2023-11-23,North America,Mexico,Sports,Trail Runners,web,2,242.03,0.1,435.65,Consumer,1.0
ORD-104607,2023-11-23,North America,Mexico,Sports,Carbon Racket,partner,4,144.12,0.0,576.48,Consumer,4.0
ORD-104617,2023-11-23,EMEA,United Kingdom,Beauty,Serum Vitamin C,marketplace,1,69.72,0.15,59.26,SMB,3.0
ORD-101287,2023-11-24,EMEA,Italy,Electronics,4K Monitor,partner,2,100.84,0.0,201.68,Consumer,6.0
ORD-101484,2023-11-24,APAC,India,Home,Cotton Duvet,web,3,142.38,0.05,405.78,Consumer,8.0
ORD-102338,2023-11-24,EMEA,Spain,Home,Cast Iron Pan,web,3,82.42,0.0,247.26,Consumer,4.0
ORD-102812,2023-11-24,North America,Mexico,Electronics,Smart Watch,web,6,447.03,0.05,2548.07,Enterprise,3.0
ORD-103434,2023-11-24,EMEA,Germany,Home,Desk Lamp,web,2,93.51,0.0,187.02,Consumer,1.0
ORD-104099,2023-11-24,APAC,India,Electronics,Noise Buds,web,4,607.28,0.15,2064.75,SMB,10.0
ORD-104416,2023-11-24,North America,United States,Grocery,Olive Oil 750ml,marketplace,3,23.09,0.15,58.88,Consumer,1.0
ORD-104546,2023-11-24,APAC,India,Electronics,Laptop Air 13,marketplace,3,556.9,0.1,1503.63,SMB,7.0
ORD-100342,2023-11-25,APAC,Japan,Electronics,Laptop Air 13,web,1,126.42,0.0,126.42,Consumer,4.0
ORD-101153,2023-11-25,EMEA,Germany,Electronics,Smart Watch,web,11,153.64,0.0,1690.04,Enterprise,5.0
ORD-102163,2023-11-25,North America,Canada,Sports,Carbon Racket,retail,3,107.85,0.0,323.55,Consumer,3.0
ORD-102601,2023-11-25,EMEA,France,Grocery,Dark Chocolate 90%,retail,2,31.6,0.0,63.2,SMB,6.0
ORD-102659,2023-11-25,North America,Mexico,Electronics,Smart Watch,web,4,191.01,0.0,764.04,Consumer,2.0
ORD-104046,2023-11-25,North America,United States,Electronics,Noise Buds,retail,3,150.18,0.1,405.49,Consumer,1.0
ORD-104051,2023-11-25,North America,Mexico,Beauty,Argan Shampoo,retail,8,49.37,0.15,335.72,Enterprise,1.0
ORD-104507,2023-11-25,North America,Canada,Electronics,Smart Watch,web,2,4206.34,0.1,7571.41,Consumer,2.0
ORD-104740,2023-11-25,North America,Canada,Home,Espresso Maker,retail,3,56.18,0.05,160.11,Consumer,4.0
ORD-104926,2023-11-25,North America,Canada,Home,Espresso Maker,web,11,197.69,0.1,1957.13,Enterprise,3.0
ORD-100301,2023-11-26,North America,Mexico,Grocery,Arabica Beans 1kg,partner,2,21.36,0.05,40.58,SMB,5.0
ORD-100487,2023-11-26,North America,Canada,Sports,Yoga Mat Pro,web,3,80.0,0.05,228.0,SMB,2.0
ORD-100637,2023-11-26,APAC,Australia,Electronics,4K Monitor,web,2,143.28,0.2,229.25,SMB,8.0
ORD-101124,2023-11-26,North America,United States,Home,Espresso Maker,marketplace,1,113.98,0.1,102.58,SMB,2.0
ORD-102302,2023-11-26,North America,Canada,Grocery,Dark Chocolate 90%,web,2,17.73,0.05,33.69,Consumer,1.0
ORD-102909,2023-11-26,North America,Mexico,Grocery,Arabica Beans 1kg,marketplace,2,19.09,0.0,38.18,Consumer,
ORD-103341,2023-11-26,EMEA,Italy,Beauty,Matte Lipstick,retail,1,30.1,0.0,30.1,Consumer,5.0
ORD-103404,2023-11-26,EMEA,United Kingdom,Sports,Yoga Mat Pro,marketplace,6,436.74,0.05,2489.42,SMB,4.0
ORD-100158,2023-11-27,EMEA,Spain,Grocery,Dark Chocolate 90%,partner,1,16.09,0.0,16.09,Consumer,4.0
ORD-100384,2023-11-27,North America,Mexico,Grocery,Dark Chocolate 90%,web,2,27.85,0.0,55.7,SMB,1.0
ORD-100421,2023-11-27,EMEA,France,Electronics,Smart Watch,retail,1,220.7,0.0,220.7,Consumer,7.0
ORD-100430,2023-11-27,APAC,Japan,Electronics,Noise Buds,retail,5,363.88,0.0,1819.4,Consumer,6.0
ORD-100661,2023-11-27,North America,United States,Home,Cotton Duvet,partner,1,101.98,0.0,101.98,Consumer,8.0
ORD-100857,2023-11-27,EMEA,Germany,Home,Espresso Maker,partner,2,79.2,0.05,150.48,Consumer,3.0
ORD-101209,2023-11-27,North America,Mexico,Home,Espresso Maker,web,2,37.83,0.0,75.66,Consumer,3.0
ORD-103374,2023-11-27,EMEA,United Kingdom,Beauty,Matte Lipstick,partner,3,86.54,0.15,220.68,Consumer,7.0
ORD-103545,2023-11-27,APAC,India,Electronics,Noise Buds,web,2,191.98,0.2,307.17,Consumer,7.0
ORD-103575,2023-11-27,North America,United States,Electronics,4K Monitor,retail,2,304.52,0.0,609.04,Consumer,3.0
ORD-103609,2023-11-27,EMEA,Germany,Sports,Trail Runners,web,3,161.0,0.1,434.7,Consumer,3.0
ORD-104464,2023-11-27,North America,United States,Sports,Yoga Mat Pro,web,2,88.66,0.15,150.72,Consumer,1.0
ORD-100349,2023-11-28,EMEA,Spain,Beauty,Serum Vitamin C,web,5,45.36,0.1,204.12,Consumer,5.0
ORD-101310,2023-11-28,EMEA,Spain,Grocery,Olive Oil 750ml,retail,3,16.2,0.15,41.31,SMB,3.0
ORD-101339,2023-11-28,EMEA,Italy,Sports,Trail Runners,web,3,334.16,0.0,1002.48,Consumer,3.0
ORD-101425,2023-11-28,North America,Canada,Grocery,Olive Oil 750ml,web,2,22.63,0.15,38.47,Consumer,3.0
ORD-101564,2023-11-28,North America,Mexico,Grocery,Dark Chocolate 90%,web,5,32.39,0.1,145.76,SMB,1.0
ORD-102225,2023-11-28,North America,Mexico,Beauty,Serum Vitamin C,web,1,18.01,0.0,18.01,Consumer,1.0
ORD-103139,2023-11-28,LATAM,Argentina,Grocery,Olive Oil 750ml,marketplace,3,28.64,0.0,85.92,SMB,10.0
ORD-103945,2023-11-28,North America,Mexico,Grocery,Arabica Beans 1kg,marketplace,1,12.83,0.0,12.83,Consumer,4.0
ORD-104033,2023-11-28,North America,Mexico,Sports,Yoga Mat Pro,retail,3,70.52,0.1,190.4,Consumer,5.0
ORD-104400,2023-11-28,APAC,Japan,Sports,Trail Runners,partner,9,337.9,0.0,3041.1,Enterprise,8.0
ORD-104474,2023-11-28,APAC,Japan,Electronics,Smart Watch,web,8,5275.73,0.0,42205.84,Consumer,11.0
ORD-104494,2023-11-28,APAC,India,Beauty,Argan Shampoo,web,1,50.25,0.0,50.25,Consumer,9.0
ORD-100166,2023-11-29,APAC,Singapore,Home,Cotton Duvet,retail,3,46.29,0.0,138.87,Consumer,11.0
ORD-100512,2023-11-29,EMEA,France,Beauty,Argan Shampoo,web,1,29.48,0.15,25.06,Consumer,2.0
ORD-101895,2023-11-29,EMEA,Italy,Electronics,4K Monitor,web,3,298.32,0.1,805.46,SMB,2.0
ORD-103988,2023-11-29,North America,Mexico,Beauty,Argan Shampoo,web,3,32.57,0.0,97.71,Consumer,2.0
ORD-104935,2023-11-29,North America,United States,Electronics,Noise Buds,web,4,179.22,0.15,609.35,Consumer,3.0
ORD-100287,2023-11-30,North America,Canada,Electronics,4K Monitor,retail,6,114.61,0.2,550.13,SMB,1.0
ORD-100489,2023-11-30,APAC,Australia,Grocery,Arabica Beans 1kg,marketplace,10,36.82,0.15,312.97,Enterprise,11.0
ORD-100652,2023-11-30,North America,Canada,Electronics,Noise Buds,marketplace,4,384.91,0.05,1462.66,Consumer,3.0
ORD-100709,2023-11-30,APAC,Japan,Sports,Yoga Mat Pro,marketplace,3,216.8,0.0,650.4,SMB,11.0
ORD-101222,2023-11-30,North America,United States,Grocery,Dark Chocolate 90%,marketplace,4,30.68,0.0,122.72,SMB,3.0
ORD-101278,2023-11-30,LATAM,Brazil,Electronics,Noise Buds,partner,4,436.16,0.0,1744.64,Consumer,14.0
ORD-101308,2023-11-30,EMEA,Italy,Electronics,Laptop Air 13,web,2,133.39,0.1,240.1,Consumer,3.0
ORD-102238,2023-11-30,North America,United States,Sports,Carbon Racket,web,3,157.36,0.0,472.08,Consumer,1.0
ORD-102499,2023-11-30,LATAM,Argentina,Sports,Yoga Mat Pro,retail,2,65.38,0.0,130.76,Consumer,10.0
ORD-102927,2023-11-30,EMEA,Italy,Sports,Yoga Mat Pro,web,2,107.24,0.0,214.48,Consumer,3.0
ORD-103554,2023-11-30,LATAM,Argentina,Home,Cotton Duvet,web,2,87.84,0.0,175.68,Consumer,9.0
ORD-103634,2023-11-30,EMEA,Italy,Home,Espresso Maker,web,3,90.44,0.05,257.75,SMB,4.0
ORD-104270,2023-11-30,North America,Mexico,Sports,Carbon Racket,web,2,139.68,0.0,279.36,SMB,6.0
ORD-104647,2023-11-30,EMEA,United Kingdom,Sports,Trail Runners,marketplace,10,281.78,0.15,2395.13,Enterprise,8.0
ORD-104924,2023-11-30,North America,Canada,Beauty,Matte Lipstick,web,2,35.09,0.0,70.18,Consumer,4.0
ORD-101013,2023-12-01,EMEA,France,Home,Cast Iron Pan,retail,4,158.17,0.0,632.68,Consumer,1.0
ORD-101029,2023-12-01,EMEA,France,Electronics,Laptop Air 13,marketplace,2,599.5,0.05,1139.05,SMB,5.0
ORD-101333,2023-12-01,LATAM,Brazil,Home,Espresso Maker,marketplace,2,334.78,0.1,602.6,SMB,2.0
ORD-102448,2023-12-01,EMEA,Germany,Sports,Yoga Mat Pro,retail,3,48.58,0.15,123.88,Consumer,6.0
ORD-103293,2023-12-01,EMEA,United Kingdom,Home,Desk Lamp,retail,1,137.04,0.0,137.04,Consumer,3.0
ORD-103684,2023-12-01,APAC,Australia,Beauty,Matte Lipstick,marketplace,7,35.71,0.3,174.98,Enterprise,13.0
ORD-103757,2023-12-01,North America,United States,Electronics,Smart Watch,marketplace,1,252.44,0.0,252.44,Consumer,6.0
ORD-104313,2023-12-01,APAC,India,Home,Cast Iron Pan,web,6,46.82,0.05,266.87,Enterprise,9.0
ORD-104444,2023-12-01,North America,United States,Sports,Yoga Mat Pro,retail,4,91.63,0.05,348.19,Consumer,1.0
ORD-100223,2023-12-02,LATAM,Chile,Home,Espresso Maker,web,2,134.45,0.0,268.9,Consumer,8.0
ORD-101199,2023-12-02,APAC,Singapore,Beauty,Argan Shampoo,marketplace,2,42.93,0.0,85.86,SMB,11.0
ORD-101696,2023-12-02,North America,Mexico,Home,Cotton Duvet,marketplace,3,124.19,0.0,372.57,Consumer,5.0
ORD-102006,2023-12-02,North America,United States,Beauty,Serum Vitamin C,marketplace,1,63.43,0.0,63.43,Consumer,2.0
ORD-102364,2023-12-02,EMEA,Germany,Home,Cotton Duvet,retail,3,62.09,0.05,176.96,Consumer,4.0
ORD-104323,2023-12-02,LATAM,Brazil,Beauty,Matte Lipstick,partner,1,46.32,0.15,39.37,Consumer,9.0
ORD-100144,2023-12-03,LATAM,Brazil,Beauty,Argan Shampoo,retail,3,79.53,0.0,238.59,Consumer,8.0
ORD-100171,2023-12-03,APAC,India,Electronics,Laptop Air 13,marketplace,2,190.47,0.0,380.94,Consumer,9.0
ORD-100377,2023-12-03,North America,Canada,Electronics,4K Monitor,retail,2,205.97,0.15,350.15,Consumer,8.0
ORD-100916,2023-12-03,North America,Mexico,Grocery,Arabica Beans 1kg,partner,2,19.12,0.05,36.33,SMB,5.0
ORD-103336,2023-12-03,APAC,India,Grocery,Arabica Beans 1kg,web,2,17.12,0.1,30.82,Consumer,4.0
ORD-103515,2023-12-03,APAC,Australia,Home,Espresso Maker,retail,7,119.02,0.2,666.51,Enterprise,5.0
ORD-103923,2023-12-03,North America,United States,Home,Desk Lamp,web,3,120.79,0.05,344.25,Consumer,1.0
ORD-104197,2023-12-03,EMEA,Italy,Electronics,4K Monitor,retail,2,110.26,0.05,209.49,Consumer,2.0
ORD-104366,2023-12-03,North America,Mexico,Home,Espresso Maker,retail,4,50.36,0.1,181.3,Consumer,3.0
ORD-104757,2023-12-03,North America,Canada,Electronics,Smart Watch,retail,2,203.88,0.1,366.98,SMB,6.0
ORD-100184,2023-12-04,APAC,Australia,Beauty,Serum Vitamin C,retail,3,56.66,0.0,169.98,Consumer,5.0
ORD-100815,2023-12-04,North America,Mexico,Home,Cast Iron Pan,marketplace,1,115.3,0.0,115.3,Consumer,1.0
ORD-100873,2023-12-04,EMEA,Spain,Beauty,Serum Vitamin C,marketplace,2,214.63,0.0,429.26,Consumer,1.0
ORD-101094,2023-12-04,North America,Canada,Electronics,Laptop Air 13,web,3,605.27,0.0,1815.81,Consumer,6.0
ORD-101708,2023-12-04,North America,Canada,Sports,Yoga Mat Pro,retail,4,138.91,0.05,527.86,SMB,1.0
ORD-101830,2023-12-04,APAC,Singapore,Electronics,Laptop Air 13,partner,3,720.01,0.2,1728.02,Consumer,4.0
ORD-102490,2023-12-04,North America,United States,Sports,Yoga Mat Pro,web,2,129.74,0.15,220.56,SMB,5.0
ORD-102547,2023-12-04,LATAM,Brazil,Home,Cast Iron Pan,partner,1,112.89,0.15,95.96,Consumer,6.0
ORD-103221,2023-12-04,EMEA,Spain,Electronics,Smart Watch,web,3,204.37,0.05,582.45,Consumer,1.0
ORD-103226,2023-12-04,EMEA,United Kingdom,Sports,Carbon Racket,marketplace,4,174.82,0.2,559.42,Enterprise,
ORD-103871,2023-12-04,EMEA,Spain,Home,Espresso Maker,web,1,80.71,0.1,72.64,Consumer,1.0
ORD-104229,2023-12-04,North America,Canada,Electronics,4K Monitor,marketplace,3,308.96,0.05,880.54,SMB,1.0
ORD-104806,2023-12-04,LATAM,Chile,Electronics,Laptop Air 13,partner,7,334.55,0.15,1990.57,Enterprise,10.0
ORD-100091,2023-12-05,EMEA,France,Home,Desk Lamp,partner,2,148.93,0.0,297.86,SMB,1.0
ORD-100102,2023-12-05,North America,Mexico,Electronics,4K Monitor,retail,7,201.53,0.0,1410.71,SMB,2.0
ORD-100105,2023-12-05,North America,Canada,Electronics,4K Monitor,marketplace,3,221.3,0.05,630.71,Consumer,3.0
ORD-100215,2023-12-05,APAC,Australia,Home,Cotton Duvet,web,3,59.23,0.15,151.04,Consumer,5.0
ORD-100714,2023-12-05,LATAM,Chile,Home,Desk Lamp,web,5,251.38,0.3,879.83,SMB,10.0
ORD-100960,2023-12-05,North America,Mexico,Home,Cotton Duvet,partner,1,90.04,0.1,81.04,Consumer,1.0
ORD-101305,2023-12-05,North America,Mexico,Sports,Trail Runners,retail,3,119.72,0.3,251.41,Consumer,1.0
ORD-102402,2023-12-05,APAC,Singapore,Home,Desk Lamp,web,1,96.0,0.0,96.0,Consumer,5.0
ORD-102784,2023-12-05,North America,United States,Electronics,4K Monitor,marketplace,1,441.52,0.2,353.22,Consumer,3.0
ORD-103250,2023-12-05,APAC,Australia,Beauty,Serum Vitamin C,partner,2,41.93,0.0,83.86,Consumer,
ORD-103375,2023-12-05,North America,Mexico,Home,Cotton Duvet,retail,2,59.25,0.2,94.8,SMB,
ORD-103562,2023-12-05,EMEA,Italy,Electronics,Noise Buds,retail,3,370.5,0.1,1000.35,SMB,2.0
ORD-100187,2023-12-06,EMEA,Spain,Beauty,Matte Lipstick,partner,4,77.5,0.0,310.0,Consumer,1.0
ORD-100270,2023-12-06,APAC,Japan,Grocery,Olive Oil 750ml,web,4,12.04,0.05,45.75,Consumer,6.0
ORD-100996,2023-12-06,EMEA,Germany,Sports,Yoga Mat Pro,web,1,93.87,0.2,75.1,Consumer,4.0
ORD-101187,2023-12-06,APAC,Singapore,Sports,Yoga Mat Pro,web,2,48.42,0.05,92.0,SMB,3.0
ORD-101651,2023-12-06,EMEA,United Kingdom,Beauty,Matte Lipstick,web,2,95.96,0.05,182.32,SMB,2.0
ORD-102118,2023-12-06,North America,Canada,Sports,Carbon Racket,web,1,271.76,0.05,258.17,SMB,2.0
ORD-102207,2023-12-06,North America,United States,Beauty,Argan Shampoo,web,3,14.42,0.0,43.26,Consumer,3.0
ORD-103743,2023-12-06,EMEA,France,Grocery,Olive Oil 750ml,web,2,21.77,0.2,34.83,SMB,3.0
ORD-104342,2023-12-06,North America,Mexico,Home,Cotton Duvet,retail,2,104.63,0.2,167.41,Consumer,1.0
ORD-104716,2023-12-06,North America,United States,Beauty,Matte Lipstick,web,3,66.62,0.05,189.87,Consumer,2.0
ORD-100493,2023-12-07,North America,Mexico,Home,Espresso Maker,web,4,63.33,0.05,240.65,SMB,4.0
ORD-101389,2023-12-07,North America,United States,Home,Desk Lamp,marketplace,2,53.48,0.05,101.61,SMB,1.0
ORD-102549,2023-12-07,EMEA,Germany,Home,Cast Iron Pan,retail,2,187.52,0.0,375.04,Consumer,4.0
ORD-102669,2023-12-07,North America,United States,Beauty,Matte Lipstick,web,8,38.21,0.15,259.83,Enterprise,5.0
ORD-102955,2023-12-07,APAC,Singapore,Home,Cotton Duvet,web,3,119.57,0.0,358.71,Consumer,7.0
ORD-103272,2023-12-07,APAC,Singapore,Home,Desk Lamp,partner,2,42.67,0.0,85.34,SMB,4.0
ORD-103296,2023-12-07,APAC,Singapore,Electronics,4K Monitor,web,5,174.57,0.0,872.85,Consumer,6.0
ORD-103500,2023-12-07,APAC,Singapore,Sports,Yoga Mat Pro,marketplace,2,170.72,0.2,273.15,Consumer,12.0
ORD-103517,2023-12-07,North America,Canada,Electronics,Laptop Air 13,web,3,152.91,0.0,458.73,Consumer,4.0
ORD-103556,2023-12-07,LATAM,Chile,Electronics,Smart Watch,web,3,233.23,0.0,699.69,Consumer,11.0
ORD-104437,2023-12-07,APAC,Australia,Electronics,Smart Watch,web,4,242.33,0.0,969.32,Consumer,12.0
ORD-100729,2023-12-08,North America,Mexico,Sports,Yoga Mat Pro,web,2,360.81,0.0,721.62,Consumer,
ORD-101051,2023-12-08,EMEA,Germany,Grocery,Dark Chocolate 90%,partner,2,25.59,0.15,43.5,SMB,5.0
ORD-101087,2023-12-08,North America,United States,Electronics,Noise Buds,partner,3,177.49,0.2,425.98,SMB,4.0
ORD-101385,2023-12-08,North America,United States,Sports,Carbon Racket,marketplace,5,106.25,0.05,504.69,SMB,1.0
ORD-102681,2023-12-08,North America,Canada,Grocery,Dark Chocolate 90%,web,2,21.36,0.1,38.45,SMB,1.0
ORD-102791,2023-12-08,North America,Mexico,Home,Cotton Duvet,web,2,137.25,0.2,219.6,SMB,3.0
ORD-103073,2023-12-08,EMEA,Spain,Electronics,Noise Buds,marketplace,2,586.95,0.05,1115.2,SMB,2.0
ORD-103807,2023-12-08,North America,Mexico,Beauty,Argan Shampoo,partner,4,36.61,0.1,131.8,Consumer,4.0
ORD-103965,2023-12-08,APAC,Singapore,Grocery,Arabica Beans 1kg,web,2,27.49,0.0,54.98,SMB,5.0
ORD-104491,2023-12-08,APAC,Japan,Home,Espresso Maker,marketplace,1,66.44,0.0,66.44,Consumer,6.0
ORD-104664,2023-12-08,North America,United States,Beauty,Matte Lipstick,marketplace,2,33.35,0.0,66.7,Consumer,2.0
ORD-101972,2023-12-09,EMEA,United Kingdom,Sports,Trail Runners,web,3,159.38,0.0,478.14,SMB,1.0
ORD-102224,2023-12-09,APAC,Singapore,Grocery,Arabica Beans 1kg,web,3,23.08,0.0,69.24,Consumer,7.0
ORD-103636,2023-12-09,APAC,India,Home,Desk Lamp,web,2,29.99,0.05,56.98,Consumer,6.0
ORD-104581,2023-12-09,LATAM,Brazil,Sports,Trail Runners,web,1,91.16,0.15,77.49,Consumer,10.0
ORD-104728,2023-12-09,APAC,Singapore,Beauty,Serum Vitamin C,retail,2,32.64,0.15,55.49,Consumer,5.0
ORD-103080,2023-12-10,EMEA,Spain,Home,Desk Lamp,marketplace,4,61.41,0.05,233.36,Consumer,3.0
ORD-103109,2023-12-10,North America,Canada,Home,Cast Iron Pan,partner,4,79.81,0.0,319.24,Consumer,3.0
ORD-103668,2023-12-10,APAC,India,Electronics,Smart Watch,web,3,258.39,0.0,775.17,Consumer,6.0
ORD-100052,2023-12-11,EMEA,France,Grocery,Dark Chocolate 90%,web,4,29.37,0.15,99.86,Enterprise,7.0
ORD-100544,2023-12-11,LATAM,Brazil,Home,Desk Lamp,web,3,86.56,0.0,259.68,Consumer,9.0
ORD-100610,2023-12-11,EMEA,Germany,Electronics,Noise Buds,marketplace,2,347.93,0.0,695.86,Consumer,8.0
ORD-100968,2023-12-11,North America,Canada,Beauty,Serum Vitamin C,retail,4,54.28,0.0,217.12,Consumer,4.0
ORD-101717,2023-12-11,EMEA,Italy,Home,Espresso Maker,marketplace,1,33.03,0.0,33.03,Consumer,8.0
ORD-102081,2023-12-11,EMEA,United Kingdom,Home,Cotton Duvet,web,2,141.3,0.0,282.6,Consumer,2.0
ORD-102093,2023-12-11,North America,United States,Beauty,Argan Shampoo,web,1,43.29,0.05,41.13,Consumer,3.0
ORD-102252,2023-12-11,EMEA,France,Grocery,Olive Oil 750ml,partner,2,17.91,0.0,35.82,Consumer,4.0
ORD-102443,2023-12-11,APAC,Singapore,Sports,Trail Runners,retail,3,59.6,0.0,178.8,Consumer,10.0
ORD-102569,2023-12-11,North America,Mexico,Electronics,Smart Watch,web,1,362.76,0.05,344.62,SMB,5.0
ORD-102873,2023-12-11,North America,United States,Sports,Trail Runners,retail,2,80.88,0.0,161.76,Consumer,5.0
ORD-103291,2023-12-11,EMEA,Spain,Home,Cotton Duvet,web,6,96.61,0.1,521.69,SMB,6.0
ORD-103346,2023-12-11,EMEA,Italy,Home,Cotton Duvet,web,7,42.63,0.0,298.41,Enterprise,5.0
ORD-103466,2023-12-11,APAC,Japan,Electronics,4K Monitor,web,1,402.43,0.0,402.43,Consumer,10.0
ORD-103641,2023-12-11,North America,Mexico,Sports,Carbon Racket,marketplace,3,134.46,0.1,363.04,SMB,2.0
ORD-104035,2023-12-11,North America,Canada,Sports,Yoga Mat Pro,partner,2,38.62,0.15,65.65,Consumer,4.0
ORD-104070,2023-12-11,North America,Mexico,Sports,Carbon Racket,web,2,161.02,0.2,257.63,SMB,3.0
ORD-104226,2023-12-11,APAC,Japan,Grocery,Olive Oil 750ml,retail,1,39.22,0.05,37.26,Consumer,5.0
ORD-104401,2023-12-11,North America,United States,Electronics,Smart Watch,partner,3,70.02,0.0,210.06,Consumer,2.0
ORD-104706,2023-12-11,North America,United States,Home,Espresso Maker,web,2,89.5,0.15,152.15,SMB,4.0
ORD-101338,2023-12-12,EMEA,Spain,Sports,Carbon Racket,marketplace,2,90.85,0.05,172.61,SMB,3.0
ORD-101530,2023-12-12,EMEA,Italy,Beauty,Argan Shampoo,retail,4,70.95,0.05,269.61,Consumer,3.0
ORD-101761,2023-12-12,APAC,India,Beauty,Serum Vitamin C,web,3,72.99,0.15,186.12,SMB,8.0
ORD-102275,2023-12-12,EMEA,Italy,Beauty,Serum Vitamin C,web,4,44.6,0.0,178.4,Consumer,6.0
ORD-103355,2023-12-12,LATAM,Argentina,Home,Cotton Duvet,retail,3,113.57,0.0,340.71,SMB,6.0
ORD-104114,2023-12-12,APAC,India,Electronics,Smart Watch,web,1,92.53,0.0,92.53,Consumer,12.0
ORD-104221,2023-12-12,EMEA,Italy,Grocery,Olive Oil 750ml,retail,1,21.79,0.0,21.79,Consumer,4.0
ORD-104222,2023-12-12,North America,Mexico,Grocery,Dark Chocolate 90%,retail,7,25.52,0.2,142.91,Enterprise,2.0
ORD-104828,2023-12-12,EMEA,France,Grocery,Olive Oil 750ml,retail,3,30.38,0.0,91.14,SMB,4.0
ORD-100100,2023-12-13,EMEA,Germany,Home,Cotton Duvet,web,3,152.43,0.1,411.56,Consumer,1.0
ORD-100683,2023-12-13,LATAM,Argentina,Electronics,Noise Buds,marketplace,6,449.3,0.05,2561.01,Enterprise,11.0
ORD-101363,2023-12-13,EMEA,United Kingdom,Home,Espresso Maker,web,3,70.52,0.0,211.56,Consumer,8.0
ORD-101569,2023-12-13,North America,Mexico,Sports,Yoga Mat Pro,marketplace,2,244.49,0.0,488.98,Consumer,4.0
ORD-102039,2023-12-13,EMEA,United Kingdom,Sports,Trail Runners,web,1,135.14,0.1,121.63,Consumer,4.0
ORD-102259,2023-12-13,North America,Mexico,Sports,Trail Runners,web,6,81.33,0.0,487.98,Enterprise,2.0
ORD-102521,2023-12-13,EMEA,Italy,Home,Cast Iron Pan,web,2,115.86,0.15,196.96,Consumer,1.0
ORD-103120,2023-12-13,EMEA,Spain,Home,Cotton Duvet,marketplace,3,55.83,0.2,133.99,Consumer,9.0
ORD-103251,2023-12-13,APAC,Japan,Grocery,Arabica Beans 1kg,marketplace,2,21.22,0.05,40.32,SMB,4.0
ORD-103259,2023-12-13,North America,Canada,Grocery,Arabica Beans 1kg,web,1,25.56,0.0,25.56,Consumer,4.0
ORD-103549,2023-12-13,North America,United States,Grocery,Arabica Beans 1kg,marketplace,2,28.66,0.15,48.72,Consumer,7.0
ORD-103585,2023-12-13,North America,Canada,Home,Cotton Duvet,marketplace,2,77.17,0.0,154.34,Consumer,4.0
